text,cmp_code,party_id,date
"We will penalise the use of greenfield sites, set and enforce targets for greater use of brownland sites and encourage over-the-shop accommodation in market town centres.",501,51421,199705
We will review the excessive housing totals in the current structure plans and scrap the 'predict and provide' approach to housing development.,501,51421,199705
- Work to preserve fish stocks and protect the livelihoods of local fishing communities.,703,51421,199705
Our aim is to scrap the Common Fisheries Policy and replace it with a new Europe-wide fisheries policy based on the regional management of fish stocks.,108,51421,199705
"We will take firm action to end quota-hopping, begin the phased abolition of industrial fishing and strengthen decommissioning incentives.",605,51421,199705
- Promote safe food.,601,51421,199705
"We will set up a Food Commission, independent from MAFF and accountable to Parliament,",303,51421,199705
maintain strict controls on the use of bio-technology,601,51421,199705
and press for higher common food standards across the European Union.,108,51421,199705
"Britain's towns and cities offer civic pride, accessible facilities and, potentially, a high quality of life.",606,51421,199705
"However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population.",606,51421,199705
"Urban areas should offer excitement, security and a strong sense of community.",605,51421,199705
- Boost local economic development and job opportunities.,408,51421,199705
We will support local development corporations.,301,51421,199705
"We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise.",301,51421,199705
We will link local training to local jobs.,411,51421,199705
We will encourage the establishment of community banks and credit unions.,403,51421,199705
- Tackle urban crime.,605,51421,199705
"We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention.",605,51421,199705
- Encourage public transport.,411,51421,199705
